B_0001,Title,Score,Rating,Genre,Directed By,Written By,Box Office,Release Date,Runtime,Studio 
B_0833,The 24 Hour War,100,NOT RATED,Documentary,Adam Carolla;Nate Adams,NA,NA,NA,98,NA
B_0834,Marathon: The Patriots Day Bombing,90,NOT RATED,Documentary,Ricki Stern;Anne Sundberg,Ricki Stern;Anne Sundberg,NA,2016-11-18,120,HBO Documentary Films
B_0835,Little Fauss and Big Halsy1970,20,R,Action & Adventure;Drama,Sidney J. Furie,Charles Eastman,NA,1970-10-21,99,
B_0836,Ghostbusters,73,PG-13,Action & Adventure;Comedy;Science Fiction & Fantasy,Paul Feig,Paul Feig;Katie Dippold,128344089,2016-07-15,105,Sony Pictures
B_0837,Independence Day: Resurgence,31,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy,Roland Emmerich,Nicolas Wright;James A. Woods;Dean Devlin;Roland Emmerich;Jamie Vanderbilt;James Vanderbilt,103137295,2016-06-24,119,20th Century Fox
B_0838,Alice Through the Looking Glass,29,PG,Action & Adventure;Kids & Family;Science Fiction & Fantasy,James Bobin,Linda Woolverton,77037635,2016-05-27,108,Walt Disney Pictures
B_0839,Ice Age: Collision Course,16,PG,Animation;Kids & Family,Mike Thurmeier;Galen T. Chu,Aubrey Solomon;Michael J. Wilson;Michael Berg;Yoni Brenner,64060187,2016-07-22,100,20th Century Fox
B_0840,The Legend of Tarzan,36,PG-13,Action & Adventure,David Yates (II),Adam Cozad;Craig Brewer,126585313,2016-07-01,109,Lionsgate Pictures
B_0841,Schneider vs. Bax,63,NOT RATED,Comedy;Drama;Mystery & Suspense,Alex van Warmerdam,Alex van Warmerdam,NA,NA,94,
B_0842,Skiptrace,37,PG-13,Action & Adventure,Renny Harlin,BenDavid Grabinski;Jay Longino,NA,2016-09-02,107,Saban Films
B_0843,The Beat Beneath My Feet,50,NOT RATED,Comedy;Drama;Kids & Family;Musical & Performing Arts,John Williams,Michael MÃÂ¼ller;Michael Muller,NA,2016-10-21,92,
B_0844,The Infiltrator,70,R,Drama,Brad Furman,Ellen Brown Furman,15425870,2016-07-13,127,Broad Green Pictures
B_0845,Breaking A Monster,100,NOT RATED,Documentary,Luke Meyer,Luke Meyer;Brad Turner,NA,2016-06-24,92,Black Label Media
B_0846,Sherpa,97,NOT RATED,Documentary,Jennifer Peedom,Jennifer Peedom,NA,2015-10-02,117,Felix Media
B_0847,CafÃÂ© Society,70,PG-13,Comedy;Romance,Woody Allen,Woody Allen,11078961,2016-07-15,85,
B_0848,Mascots,50,NOT RATED,Comedy,Christopher Guest,Christopher Guest;Jim Piddock,NA,2016-10-13,120,
B_0849,Captain Fantastic,83,R,Drama,Matt Ross,Matt Ross,5875006,2016-07-08,119,Electric City Entertainment
B_0850,Lights Out,76,PG-13,Horror,David F. Sandberg,Eric Heisserer,67235683,2016-07-22,81,RatPac-Dune Entertainment
B_0851,Our Kind of Traitor,72,R,Drama;Mystery & Suspense,Susanna White,John Le CarrÃÂ©;Hossein Amini,3152725,2016-07-01,107,Film4
B_0852,Sky Ladder: The Art of Cai Guo-Qiang,100,NOT RATED,Documentary,Kevin Macdonald,NA,NA,2016-10-14,76,Netflix
B_0853,Nerve,67,PG-13,Mystery & Suspense,Ariel Schulman;Henry Joost,Jessica Sharzer,38562379,2016-07-27,96,Keep Your Head
B_0854,"Fear, Inc.",25,R,Comedy;Horror,Vincent Masciale,Luke Barnett,NA,2016-10-21,90,
B_0855,Jack Goes Home,11,R,Mystery & Suspense,Thomas Dekker,Thomas Dekker,NA,2016-10-14,100,Yale Productions
B_0856,Mr. Church,19,PG-13,Drama,Bruce Beresford,Susan McMartin,685143,2016-09-16,104,Envision Media Arts
B_0857,Autumn Lights,14,NOT RATED,Drama;Mystery & Suspense,Angad Aulakh,Angad Aulakh,NA,2016-10-21,98,Last Carnival
B_0858,Into the Inferno,91,NOT RATED,Documentary,Werner Herzog,Werner Herzog,NA,2016-10-28,107,
B_0859,The Windmill (The Windmill Massacre),44,NOT RATED,Art House & International;Drama;Horror,Nick Jongerius,Chris W. Mitchell;Suzy Quid;Nick Jongerius,NA,2016-10-28,85,
B_0860,Justin Timberlake + The Tennessee Kids,100,NOT RATED,Documentary;Musical & Performing Arts,Jonathan Demme,NA,NA,NA,90,
B_0861,I Am the Pretty Thing That Lives in the House,60,NOT RATED,Drama;Horror;Mystery & Suspense,Oz Perkins,Oz Perkins,NA,2016-10-28,87,
B_0862,The Unspoken,0,NOT RATED,Horror;Mystery & Suspense,Sheldon Wilson,Sheldon Wilson,NA,2016-10-28,90,
B_0863,Orange Sunshine,100,NOT RATED,Action & Adventure;Documentary,William A. Kirkley,William A. Kirkley,NA,NA,105,NA
B_0864,Warcraft,27,PG-13,Action & Adventure;Science Fiction & Fantasy,Duncan Jones,Charles Leavitt;Duncan Jones,44765679,2016-06-10,100,Universal Pictures
B_0865,Cell,10,R,Horror,Tod Williams,Stephen King;Adam Alleca,NA,2016-07-08,98,
B_0866,X-Men: Apocalypse,48,PG-13,Action & Adventure;Science Fiction & Fantasy,Bryan Singer,Simon Kinberg,135729385,2016-05-27,136,20th Century Fox
B_0867,The President,88,PG-13,Art House & International;Drama,Mohsen Makhmalbaf,Mohsen Makhmalbaf;Marziyeh Meshkiny,NA,2016-06-03,118,Corinth Films
B_0868,Central Intelligence,70,PG-13,Action & Adventure;Comedy,Rawson Marshall Thurber,Ike Barinholtz;David Stassen;Rawson Marshall Thurber,127380061,2016-06-17,114,Warner Bros. Pictures
B_0869,Mike and Dave Need Wedding Dates,35,R,Comedy,Jake Szymanski,Andrew Jay Cohen;Brendan O'Brien,46007113,2016-07-08,98,20th Century Fox
B_0870,The Purge: Election Year,53,R,Action & Adventure;Horror;Mystery & Suspense,James DeMonaco,James DeMonaco,NA,2016-07-01,105,Universal Pictures
B_0871,City Of Gold,91,R,Documentary,Laura Gabbert,Laura Gabbert,608799,2016-03-11,91,Sundance Selects
B_0872,The Siege of Jadotville,60,NOT RATED,Drama,Richie Smyth,Kevin Brodbin,NA,NA,120,Netflix
B_0873,The Neon Demon,58,R,Horror,Nicolas Winding Refn,Nicolas Winding Refn;Mary Laws;Polly Stenham,NA,2016-06-24,110,Space Rocket Nation
B_0874,Danny Says,68,NOT RATED,Documentary,Brendan Toller,Brendan Toller,43684,2016-09-30,104,Magnolia Pictures
B_0875,The Shallows,78,PG-13,Drama;Mystery & Suspense,Jaume Collet-Serra,Anthony Jaswinski,55121623,2016-06-24,87,Ombra Films
B_0876,Into The Forest,78,R,Art House & International;Drama;Science Fiction & Fantasy,Patricia Rozema,Patricia Rozema,6438,2016-07-29,101,
B_0877,The Mind's Eye,59,NOT RATED,Action & Adventure;Horror,Joe Begos,Joe Begos,NA,2016-08-05,87,
B_0878,Complete Unknown,50,R,Drama,Joshua Marston,Joshua Marston;Julian Sheppard,187145,2016-08-26,90,Parts and Labor
B_0879,Audrie & Daisy,79,NOT RATED,Documentary,Bonni Cohen;Jon Shenk,Bonni Cohen;Jon Shenk,NA,NA,95,
B_0880,Swiss Army Man,69,R,Drama,Daniel Scheinert;Daniel Kwan,Daniel Kwan;Daniel Scheinert,4208879,2016-06-24,95,Blackbird Films
B_0881,Joshy,79,R,Comedy,Jeff Baena,Jeff Baena,NA,2016-08-12,93,
B_0882,Goat,77,R,Drama,Andrew Neel,Andrew Neel;David Gordon Green;Mike Roberts (XXXVI),23020,2016-09-23,96,
B_0883,Hunt for the Wilderpeople,97,NOT RATED,Action & Adventure;Comedy,Taika Waititi,Taika Waititi,5202582,2016-06-24,101,Piki Films
B_0884,The Lovers And The Despot,76,NOT RATED,Documentary;Mystery & Suspense,Robert Cannan;Ross Adam,Robert Cannan;Ross Adam,55180,2016-09-23,94,NA
B_0885,Chicken People,100,NOT RATED,Documentary,Nicole Lucas Haimes,NA,NA,2016-09-23,83,Motto Pictures
B_0886,The Late Bloomer,20,R,Comedy,Kevin Pollak,Joe Nussbaum;Mark Torgove;Paul A. Kaplan;Kyle Cooper;Austyn Jeffs,NA,2016-10-07,90,Eclectic Pictures
B_0887,Sharknado: The 4th Awakens,17,NOT RATED,Horror,Anthony C. Ferrante,Thunder Levin,NA,2016-09-02,120,
B_0888,Blood Father,88,R,Action & Adventure;Mystery & Suspense,Jean-FranÃÂ§ois Richet,Peter Craig;Andrea Berloff,NA,2016-08-12,88,NA
B_0889,Hillary's America: The Secret History of the Democratic Party,4,PG-13,Documentary,Dinesh D'Souza;Bruce Schooley,Dinesh D'Souza;Bruce Schooley,13096535,2016-07-15,100,D'Sousa Media Corporation
B_0890,Kingsglaive: Final Fantasy XV,13,PG-13,Action & Adventure;Animation;Art House & International;Drama,Takeshi Nozue,Takashi Hasegawa,233569,2016-08-19,110,
B_0891,London Town,47,R,Drama,Derrick Borte,Matt Brown,NA,2016-10-07,94,Dutch Tilt Film
B_0892,Amanda Knox,84,NOT RATED,Documentary,Rod Blackhurst;Brian McGinn,NA,NA,NA,92,
B_0893,ClownTown,10,NOT RATED,Horror,Tom Nagel,Jeff Miller,NA,2016-09-30,82,Millman Productions
B_0894,Flock Of Dudes,40,NOT RATED,Comedy,Bob Castrone,Bob Castrone;Brian Levin;Jason Zumwalt,NA,2016-09-30,90,
B_0895,Everlasting,100,NOT RATED,Drama;Mystery & Suspense,Anthony Stabley,Anthony Stabley,NA,NA,85,Super Grande Films
B_0896,Cat People (1942),93,R,Drama;Horror;Romance,Jacques Tourneur,DeWitt Bodeen,NA,1942-12-06,73,
B_0897,Chimes at Midnight (1965),97,NOT RATED,Comedy;Drama,Orson Welles,Orson Welles,NA,1965-12-22,115,
B_0898,Now You See Me 2,34,PG-13,Mystery & Suspense,Jon M. Chu,Ed Solomon,65030563,2016-06-10,115,Lionsgate
B_0899,The Conjuring 2,79,R,Horror,James Wan,Chad Hayes;Carey Hayes;David Leslie Johnson;James Wan,102461593,2016-06-10,133,Warner Bros. Pictures
B_0900,Captain America: Civil War,91,PG-13,Action & Adventure;Science Fiction & Fantasy,Anthony Russo;Joe Russo,Christopher Markus;Stephen McFeely,408080554,2016-05-06,146,Walt Disney Pictures
B_0901,Misconception,40,PG-13,Documentary;Special Interest,Jessica Yu,NA,NA,2016-06-24,93,Participant Media
B_0902,Teenage Mutant Ninja Turtles: Out of the Shadows,35,PG-13,Action & Adventure;Comedy;Science Fiction & Fantasy,Dave Green,Peter Laird;Kevin Eastman;Josh Appelbaum;AndrÃÂ© Nemec;Josh Applebaum,82035527,2016-06-03,97,Paramount Pictures
B_0903,Equals,35,PG-13,Drama;Science Fiction & Fantasy,Drake Doremus,Nathan Parker,NA,2016-07-15,101,Scott Free Films
B_0904,"What Happened, Miss Simone?",87,NOT RATED,Documentary,Liz Garbus,NA,NA,2015-06-24,102,Netflix
B_0905,Take Me To The River,73,NOT RATED,Drama,Matt Sobel,Matt Sobel,27938,2016-03-18,84,NA
B_0906,Neighbors 2: Sorority Rising,62,R,Comedy,Nicholas Stoller,Seth Rogen;Evan Goldberg;Brendan O'Brien;Nicholas Stoller;Andrew Jay Cohen,NA,2016-05-20,92,Universal Pictures
B_0907,Free State of Jones,46,R,Action & Adventure;Drama,Gary Ross,Gary Ross,NA,2016-06-24,139,STX Entertainment
B_0908,Popstar: Never Stop Never Stopping,78,R,Comedy;Musical & Performing Arts,Akiva Schaffer;Jorma Taccone,Andy Samberg;Akiva Schaffer;Jorma Taccone,NA,2016-06-03,86,Universal Pictures
B_0909,The Seventh Fire,93,NOT RATED,Documentary,Jack Pettibone Riccobono,Jack Pettibone Riccobono;Shane Slattery-Quintanilla;Andrew Ford,27120,2016-07-22,88,Sundial Pictures
B_0910,Money Monster,57,R,Drama,Jodie Foster,Alan DiFiore;Jamie Linden;Jim Kouf,NA,2016-05-13,90,Smokehouse Pictures
B_0911,The Ones Below,73,R,Art House & International;Mystery & Suspense,David Farr,David Farr,12089,2016-05-27,86,BBC Films
B_0912,Night of the Living Deb,83,NOT RATED,Comedy,Kyle Rankin,Andy Selsor,NA,2014-10-31,84,NA
B_0913,All the Way,88,NOT RATED,Drama,Jay Roach,Robert Schenkkan,NA,2016-05-23,132,
B_0914,Klown Forever (Klovn Forever),60,NOT RATED,Art House & International;Comedy;Drama,Mikkel Norgaard,Casper Christensen;Frank Hvam,860,2016-09-02,99,
B_0915,The Meddler,85,PG-13,Comedy;Drama,Lorene Scafaria,Lorene Scafaria,4265673,2016-04-22,100,Anonymous Content
B_0916,Genius,51,PG-13,Drama,Michael Grandage,John Logan,1358018,2016-06-10,104,Riverstone Pictures
B_0917,The Darkness,3,PG-13,Horror,Greg McLean,Greg McLean;Shayne Armstrong;Shane Krause,10732841,2016-05-13,92,NA
B_0918,Love & Friendship,97,PG,Comedy;Drama,Whit Stillman,Jane Austen;Whit Stillman,14013564,2016-05-13,94,Westerly Films
B_0919,My Blind Brother,82,R,Comedy;Drama;Romance,Sophie Goodhart,Sophie Goodhart,NA,2016-09-23,90,Low Spark Films
B_0920,The Good Neighbor,17,NOT RATED,Mystery & Suspense,Kasra Farahani,Jeff Richard;Mark Bianculli,NA,2016-09-16,98,
B_0921,Marauders,21,R,Action & Adventure;Drama,Steven C. Miller,Chris Sivertson;Michael Cody,NA,2016-07-01,107,
B_0922,The Beatles: Eight Days a Week - The Touring Years,96,NOT RATED,Documentary,Ron Howard,Mark Monroe,2930414,2016-09-16,NA,Apple Corps
B_0923,Brother Nature,67,R,Comedy,Matt Villines;Osmany Rodriguez,Taran Killam;Mikey Day,NA,2016-09-09,97,
B_0924,Dancer,88,NOT RATED,Documentary,Steven Cantor,NA,62578,2017-03-10,85,
B_0925,The Neighbor,67,NOT RATED,Horror,Marcus Dunstan,Marcus Dunstan;Patrick Melton,NA,NA,87,NA
B_0926,The White Helmets,100,NOT RATED,Documentary,Orlando Von Einsiedel,NA,NA,NA,40,
B_0927,ARQ,43,NOT RATED,Drama;Mystery & Suspense;Science Fiction & Fantasy,Tony Elliott,Tony Elliott,NA,NA,88,
B_0928,Indigo Children,20,NOT RATED,Drama,Eric Chaney,Eric Chaney,2621,2014-01-17,72,Vanished and Gone
B_0929,The Angry Birds Movie,44,PG,Animation;Kids & Family,Clay Kaytis;Fergal Reilly,Jon Vitti,107506776,2016-05-20,95,Sony Pictures
B_0930,A Hologram for the King,73,R,Drama,Tom Tykwer,Tom Tykwer,NA,2016-04-22,90,
B_0931,Clown,45,R,Horror,Jon Watts,Jon Watts,51809,2016-06-17,99,
B_0932,The Jungle Book,95,PG,Action & Adventure;Kids & Family,Jon Favreau,Justin Marks,363995937,2016-04-15,111,Walt Disney Pictures
B_0933,Ratchet & Clank,17,PG,Action & Adventure;Animation;Comedy,Kevin Munroe;Jericca Cleland,Kevin Munroe;Gerry Swallow,NA,2016-04-29,94,Focus Features
B_0934,The Nice Guys,92,R,Comedy;Drama,Shane Black,Shane Black;Anthony Bagarozzi,32261515,2016-05-20,116,Warner Bros. Pictures
B_0935,Me Before You,56,PG-13,Drama,Thea Sharrock,Jojo Moyes,56228651,2016-06-03,110,Warner Bros. Pictures
B_0936,The Huntsman: Winter's War,17,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy,Cedric Nicolas-Troyan,Craig Mazin;Evan Spiliotopoulos,46445229,2016-04-22,121,Universal Pictures
B_0937,Songs My Brothers Taught Me,90,NOT RATED,Drama,ChloÃÂ© Zhao,ChloÃÂ© Zhao,34195,2016-03-02,98,Highwayman Films
B_0938,God's Not Dead 2,9,PG,Drama,Harold Cronk,Chuck Konzelman;Cary Solomon,NA,2016-04-01,120,Pure Flix Entertainment
B_0939,Wiener-Dog,75,R,Comedy,Todd Solondz,Todd Solondz,296568,2016-06-24,90,
B_0940,Beautiful Something,50,NOT RATED,Drama;Romance,Joseph Graham,Joseph Graham,NA,2016-05-06,92,
B_0941,Disorder (Maryland),74,NOT RATED,Art House & International;Drama;Mystery & Suspense,Alice Winocour,Alice Winocour;Jean-StÃÂ©phane Bron,38337,2016-08-12,101,
B_0942,The Man Who Knew Infinity,63,PG-13,Art House & International;Drama,Matt Brown,Matt Brown,NA,2016-04-29,108,
B_0943,Sunset Song,81,R,Art House & International;Drama;Romance,Terence Davies,Terence Davies,159257,2016-05-13,135,Iris Productions
B_0944,Maggie's Plan,86,R,Comedy;Romance,Rebecca Miller,Rebecca Miller,3351230,2016-05-20,98,Rachael Horovitz Productions
B_0945,Five Nights in Maine,25,NOT RATED,Drama,Maris Curran,Maris Curran,15138,2016-08-05,82,Loveless Entertainment
B_0946,The Intervention,81,R,Comedy;Drama,Clea DuVall,Clea DuVall,NA,2016-08-26,90,
B_0947,Richard Linklater: Dream Is Destiny,93,NOT RATED,Documentary,Louis Black;Karen Bernstein,NA,NA,2016-08-05,93,Black/Bernstein Productions
B_0948,Weiner,97,R,Documentary,Elyse Steinberg;Josh Kriegman,Elyse Steinberg;Josh Kriegman;Eli Despres,1675196,2016-05-20,96,
B_0949,The Land,65,R,Drama,Steven Caple Jr.,Steven Caple Jr.,17958,2016-07-29,102,
B_0950,The Trust,63,R,Drama,Alex Brewer;Benjamin Brewer,Adam Hirsch;Benjamin Brewer,NA,2016-05-13,106,
B_0951,I Am Not a Serial Killer,92,NOT RATED,Drama;Mystery & Suspense,Billy O'Brien (III),Billy O'Brien (III);Christopher Hyde (III),NA,2016-08-26,104,
B_0952,Batman: The Killing Joke,45,R,Action & Adventure;Animation;Drama,Sam Liu,Bob Kane;Bill Finger;Alan Moore;Brian Bolland;Jerry Robinson;Brian Azzarello,442331,2016-07-25,72,
B_0953,Amateur Night,0,NOT RATED,Comedy,Lisa Addario;Joe Syracuse,Lisa Addario;Joe Syracuse,NA,2016-08-05,93,
B_0954,Can We Take a Joke?,55,NOT RATED,Documentary,Ted Balaker,Ted Balaker,NA,2016-07-29,74,Korchula Productions
B_0955,Citizen Soldier,86,R,Documentary,David Salzberg;Christian Tureaud,Eli Baldridge,NA,2016-08-05,95,
B_0956,XOXO,71,NOT RATED,Comedy,Christopher Louie,Dylan Meyer,NA,NA,120,Netflix
B_0957,Ace the Case: Manhattan Mystery,20,PG-13,Mystery & Suspense,Kevin Kaufman,Kevin Kaufman,NA,2016-08-26,94,Kaufman Films Inc.
B_0958,Floyd Norman: An Animated Life,93,NOT RATED,Documentary,Erik Sharkey;Michael Fiore,NA,NA,2016-08-26,94,Michael Fiore Films
B_0959,Kampai! For the Love of Sake,33,NOT RATED,Documentary,Mirai Konishi,Mirai Konishi,NA,2016-08-19,95,
B_0960,Tricked (Steekspel),43,PG-13,Comedy;Drama,Paul Verhoeven,Paul Verhoeven;Kim van Kooten;Robert Alberdingk Thijm,NA,2016-02-26,52,Kino Lorber
B_0961,Monster Hunt (Zhuo Yao Ji),63,NOT RATED,Action & Adventure;Comedy;Science Fiction & Fantasy,Raman Hui,Alan Yuen,21074,2016-01-22,115,Edko Films
B_0962,I Am Wrath,11,R,Mystery & Suspense,Chuck Russell,Paul Sloan,NA,2016-05-13,92,
B_0963,Criminal,30,R,Action & Adventure;Drama;Mystery & Suspense,Ariel Vromen,Douglas S. Cook;David Weisberg,NA,2016-04-15,113,Summit Entertainment
B_0964,Sea Fog (Haemoo),67,NOT RATED,Art House & International;Drama,Shim Sung-bo,Shim Sung-bo;Bong Joon Ho,NA,NA,111,
B_0965,Listening,18,NOT RATED,Drama;Mystery & Suspense;Science Fiction & Fantasy,Khalil Sullins,Khalil Sullins,NA,2015-09-11,100,Young Medium
B_0966,The Bronze,36,R,Comedy;Drama,Bryan Buckley,Melissa Rauch;Winston Rauch,614920,2016-03-18,100,Relativity Entertainment
B_0967,The Boss,22,R,Comedy,Ben Falcone,Ben Falcone;Melissa McCarthy;Steve Mallory,54489847,2016-04-08,105,Universal Pictures
B_0968,Last Days In The Desert,76,PG-13,Action & Adventure;Drama,Rodrigo GarcÃÂ­a,Rodrigo GarcÃÂ­a,NA,2016-05-13,98,American Zoetrope
B_0969,The Russian Woodpecker,96,NOT RATED,Documentary,Chad Gracia,Chad Gracia,NA,2015-10-16,81,Rattapallax
B_0970,Sun Choke,86,NOT RATED,Horror,Ben Cresciman,Ben Cresciman,NA,2016-08-05,90,
B_0971,Louder Than Bombs,73,R,Drama,Joachim Trier,Joachim Trier;Eskil Vogt,NA,2016-04-08,105,
B_0972,Barbershop: The Next Cut,90,PG-13,Comedy,Malcolm D. Lee,Kenya Barris;Tracy Oliver,54014580,2016-04-15,112,Warner Bros. Pictures
B_0973,April and the Extraordinary World (Avril et le monde truquÃÂ©),96,PG,Action & Adventure;Animation;Comedy,Christian Desmares;Franck Ekinci,Franck Ekinci;Benjamin Legrand,294311,2016-03-25,105,GKIDS
B_0974,Keanu,78,R,Action & Adventure;Comedy,Peter Atencio,Alex Rubens;Jordan Peele,NA,2016-04-29,98,Warner Bros. Pictures
B_0975,Requiem For The American Dream,92,NOT RATED,Documentary,Kelly Nyks;Peter D. Hutchison;Jared P. Scott,Kelly Nyks;Peter D. Hutchison;Jared P. Scott,NA,2016-01-29,75,PF Pictures
B_0976,Confirmation,81,NOT RATED,Drama;Television,Rick Famuyiwa,Susannah Grant,NA,2016-04-16,120,
B_0977,The Lobster,88,R,Comedy;Cult Movies;Drama;Science Fiction & Fantasy,Yorgos Lanthimos,Yorgos Lanthimos;Efthimis Filippou,9078073,2016-05-13,118,A24 Films
B_0978,Holding The Man,79,NOT RATED,Drama,NA,NA,NA,NA,NA,NA
B_0979,Mother's Day,6,PG-13,Comedy;Drama,Garry Marshall,Anya Kochoff;Matthew Walker;Tom Hines,29149230,2016-04-29,119,Open Road Films
B_0980,Enemy Territory (Septembers Of Shiraz),33,PG-13,Drama,Wayne Blair,Hanna Weg,NA,2016-06-24,110,Millennium Films
B_0981,Born To Be Blue,88,R,Art House & International;Drama;Musical & Performing Arts,Robert Budreau,Robert Budreau,800551,2016-03-25,98,
B_0982,Hardcore Henry,50,NOT RATED,Action & Adventure;Science Fiction & Fantasy,Ilya Naishuller,Ilya Naishuller,9244565,2016-04-08,90,NA
B_0983,High-Rise,60,R,Action & Adventure;Art House & International;Drama;Science Fiction & Fantasy,Ben Wheatley,Amy Jump,343139,2016-05-13,112,Embargo Films
B_0984,Viral,50,R,Horror,Henry Joost;Ariel Schulman,Barbara Marshall;Christopher Landon,NA,2016-07-29,89,
B_0985,Sing Street,95,PG-13,Art House & International;Drama;Musical & Performing Arts,John Carney,John Carney,3233839,2016-04-15,106,
B_0986,Tallulah,84,NOT RATED,Drama,Sian Heder,Sian Heder,NA,2016-07-29,111,Netflix
B_0987,Ants on a Shrimp,75,NOT RATED,Documentary,Maurice Dekkers,Maurice Dekkers,NA,2016-07-29,93,Blazhoffski Company
B_0988,Guernica (Gernika),80,NOT RATED,Drama,Koldo Serra,JosÃÂ© Alba,NA,NA,111,NA
B_0989,Term Life,0,R,Action & Adventure;Mystery & Suspense,Peter Billingsley,A.J. Lieberman,13040,2016-04-29,93,
B_0990,Batman v Superman: Dawn of Justice,27,PG-13,Action & Adventure;Science Fiction & Fantasy,Zack Snyder,Zack Snyder;David S. Goyer;Chris Terrio,293792936,2016-03-23,151,Warner Bros. Pictures
B_0991,Boy and the World (O Menino e o Mundo),95,PG,Animation;Art House & International,AlÃÂª Abreu,AlÃÂª Abreu,47618,2015-12-11,81,GKIDS
B_0992,The Divergent Series: Allegiant,12,PG-13,Action & Adventure;Science Fiction & Fantasy;Romance,Robert Schwentke,Noah Oppenheim;Adam Cooper;Bill Collage,NA,2016-03-18,120,Lionsgate
B_0993,The Dark Horse,97,R,Art House & International;Drama,James Napier Robertson,James Napier Robertson,NA,2016-04-01,124,Southern Light Films
B_0994,Everybody Wants Some!!,86,R,Comedy,Richard Linklater,Richard Linklater,NA,2016-04-08,117,Paramount Pictures
B_0995,Green Room,90,R,Horror,Jeremy Saulnier,Jeremy Saulnier,3219029,2016-04-29,94,A24 Films
B_0996,Miracles from Heaven,43,PG,Drama,Patricia Riggen,Randy Brown,NA,2016-03-16,109,Sony Pictures
B_0997,By The Sea,34,R,Drama;Romance,Angelina Jolie,Angelina Jolie,319968,2015-11-13,123,Universal Pictures
B_0998,Demolition,52,R,Comedy;Drama,Jean-Marc VallÃÂ©e,Bryan Sipe,1656098,2016-04-08,100,Fox Searchlight
